record,sample,symbol,channel,class
101,403282,N,MLII,0
101,403660,N,MLII,0
101,404030,N,MLII,0
101,404381,N,MLII,0
101,404750,N,MLII,0
101,405129,N,MLII,0
101,405501,N,MLII,0
101,405885,N,MLII,0
101,406249,N,MLII,0
101,406605,N,MLII,0
101,406957,N,MLII,0
101,407339,N,MLII,0
101,407727,N,MLII,0
101,408088,N,MLII,0
101,408451,N,MLII,0
101,408807,N,MLII,0
101,409155,N,MLII,0
101,409529,N,MLII,0
101,409910,N,MLII,0
101,410279,N,MLII,0
101,410630,N,MLII,0
101,410980,N,MLII,0
101,411331,N,MLII,0
101,411707,N,MLII,0
101,412079,N,MLII,0
101,412439,N,MLII,0
101,412792,N,MLII,0
101,413149,N,MLII,0
101,413498,N,MLII,0
101,413863,N,MLII,0
101,414254,N,MLII,0
101,414615,N,MLII,0
101,414961,N,MLII,0
101,415317,N,MLII,0
101,415669,N,MLII,0
101,416041,N,MLII,0
101,416410,N,MLII,0
101,416769,N,MLII,0
101,417123,N,MLII,0
101,417469,N,MLII,0
101,417816,N,MLII,0
101,418183,N,MLII,0
101,418563,N,MLII,0
101,418916,N,MLII,0
101,419265,N,MLII,0
101,419621,N,MLII,0
101,419970,N,MLII,0
101,420341,N,MLII,0
101,420699,N,MLII,0
101,421066,N,MLII,0
101,421420,N,MLII,0
101,421761,N,MLII,0
101,422113,N,MLII,0
101,422482,N,MLII,0
101,422859,N,MLII,0
101,423215,N,MLII,0
101,423553,N,MLII,0
101,423890,N,MLII,0
101,424229,N,MLII,0
101,424560,N,MLII,0
101,424893,N,MLII,0
101,425240,N,MLII,0
101,425583,N,MLII,0
101,425920,N,MLII,0
101,426265,N,MLII,0
101,426620,N,MLII,0
101,427004,N,MLII,0
101,427378,N,MLII,0
101,427734,N,MLII,0
101,428093,N,MLII,0
101,428437,N,MLII,0
101,428796,N,MLII,0
101,429173,N,MLII,0
101,429554,N,MLII,0
101,429908,N,MLII,0
101,430258,N,MLII,0
101,430623,N,MLII,0
101,430983,N,MLII,0
101,431354,N,MLII,0
101,431723,N,MLII,0
101,432069,N,MLII,0
101,432416,N,MLII,0
101,432756,N,MLII,0
101,433091,N,MLII,0
101,433453,N,MLII,0
101,433815,N,MLII,0
101,434163,N,MLII,0
101,434498,N,MLII,0
101,434851,N,MLII,0
101,435217,N,MLII,0
101,435584,N,MLII,0
101,435957,N,MLII,0
101,436331,N,MLII,0
101,436675,N,MLII,0
101,437018,N,MLII,0
101,437384,N,MLII,0
101,437767,N,MLII,0
101,438134,N,MLII,0
101,438481,N,MLII,0
101,438829,N,MLII,0
101,439175,N,MLII,0
101,439525,N,MLII,0
101,439877,N,MLII,0
101,440232,N,MLII,0
101,440583,N,MLII,0
101,440925,N,MLII,0
101,441254,N,MLII,0
101,441604,N,MLII,0
101,441953,N,MLII,0
101,442311,N,MLII,0
101,442650,N,MLII,0
101,442967,N,MLII,0
101,443289,N,MLII,0
101,443607,N,MLII,0
101,443939,N,MLII,0
101,444298,N,MLII,0
101,444646,N,MLII,0
101,444975,N,MLII,0
101,445306,N,MLII,0
101,445642,N,MLII,0
101,445996,N,MLII,0
101,446349,N,MLII,0
101,446713,N,MLII,0
101,447074,N,MLII,0
101,447418,N,MLII,0
101,447757,N,MLII,0
101,448111,N,MLII,0
101,448462,N,MLII,0
101,448826,N,MLII,0
101,449181,N,MLII,0
101,449515,N,MLII,0
101,449863,N,MLII,0
101,450212,N,MLII,0
101,450555,N,MLII,0
101,450909,N,MLII,0
101,451253,N,MLII,0
101,451598,N,MLII,0
101,451939,N,MLII,0
101,452282,N,MLII,0
101,452643,N,MLII,0
101,452999,N,MLII,0
101,453352,N,MLII,0
101,453694,N,MLII,0
101,454029,N,MLII,0
101,454377,N,MLII,0
101,454718,N,MLII,0
101,455085,N,MLII,0
101,455451,N,MLII,0
101,455801,N,MLII,0
101,456133,N,MLII,0
101,456469,N,MLII,0
101,456816,N,MLII,0
101,457175,N,MLII,0
101,457518,N,MLII,0
101,457861,N,MLII,0
101,458210,N,MLII,0
101,458545,N,MLII,0
101,458887,N,MLII,0
101,459251,N,MLII,0
101,459602,N,MLII,0
101,459960,N,MLII,0
101,460305,N,MLII,0
101,460628,N,MLII,0
101,460979,N,MLII,0
101,461330,N,MLII,0
101,461673,N,MLII,0
101,462019,N,MLII,0
101,462356,N,MLII,0
101,462691,N,MLII,0
101,463023,N,MLII,0
101,463379,N,MLII,0
101,463759,N,MLII,0
101,464115,N,MLII,0
101,464466,N,MLII,0
101,464800,N,MLII,0
101,465147,N,MLII,0
101,465501,N,MLII,0
101,465865,N,MLII,0
101,466219,N,MLII,0
101,466556,N,MLII,0
101,466879,N,MLII,0
101,467207,N,MLII,0
101,467554,N,MLII,0
101,467904,N,MLII,0
101,468264,N,MLII,0
101,468610,N,MLII,0
101,468932,N,MLII,0
101,469271,N,MLII,0
101,469613,N,MLII,0
101,469963,N,MLII,0
101,470328,N,MLII,0
101,470681,N,MLII,0
101,471032,N,MLII,0
101,471371,N,MLII,0
101,471713,N,MLII,0
101,472076,N,MLII,0
101,472438,N,MLII,0
101,472798,N,MLII,0
101,473149,N,MLII,0
101,473502,N,MLII,0
101,473856,N,MLII,0
101,474196,N,MLII,0
101,474556,N,MLII,0
101,474918,N,MLII,0
101,475262,N,MLII,0
101,475590,N,MLII,0
101,475929,N,MLII,0
101,476292,N,MLII,0
101,476652,N,MLII,0
101,477021,N,MLII,0
101,477370,N,MLII,0
101,477713,N,MLII,0
101,478041,N,MLII,0
101,478386,N,MLII,0
101,478748,N,MLII,0
101,479116,N,MLII,0
101,479462,N,MLII,0
101,479807,N,MLII,0
101,480161,N,MLII,0
101,480518,N,MLII,0
101,480874,N,MLII,0
101,481250,N,MLII,0
101,481612,N,MLII,0
101,481947,N,MLII,0
101,482286,N,MLII,0
101,482627,N,MLII,0
101,482997,N,MLII,0
101,483342,N,MLII,0
101,483690,N,MLII,0
101,484031,N,MLII,0
101,484362,N,MLII,0
101,484703,N,MLII,0
101,485046,N,MLII,0
101,485406,N,MLII,0
101,485771,N,MLII,0
101,486125,N,MLII,0
101,486475,N,MLII,0
101,486836,N,MLII,0
101,487213,N,MLII,0
101,487596,N,MLII,0
101,487954,N,MLII,0
101,488304,N,MLII,0
101,488654,N,MLII,0
101,489005,N,MLII,0
101,489361,N,MLII,0
101,489719,N,MLII,0
101,490084,N,MLII,0
101,490432,N,MLII,0
101,490762,N,MLII,0
101,491102,N,MLII,0
101,491457,N,MLII,0
101,491814,N,MLII,0
101,492165,N,MLII,0
101,492495,N,MLII,0
101,492820,N,MLII,0
101,493147,N,MLII,0
101,493480,N,MLII,0
101,493820,N,MLII,0
101,494173,N,MLII,0
101,494511,N,MLII,0
101,494839,N,MLII,0
101,495168,N,MLII,0
101,495504,N,MLII,0
101,495853,N,MLII,0
101,496214,N,MLII,0
101,496575,N,MLII,0
101,496924,N,MLII,0
101,497243,N,MLII,0
101,497569,N,MLII,0
101,497902,N,MLII,0
101,498241,N,MLII,0
101,498575,N,MLII,0
101,498890,N,MLII,0
101,499190,N,MLII,0
101,499509,N,MLII,0
101,499820,N,MLII,0
101,500137,N,MLII,0
101,500463,N,MLII,0
101,500790,N,MLII,0
101,501117,N,MLII,0
101,501438,N,MLII,0
101,501761,N,MLII,0
101,502080,N,MLII,0
101,502427,N,MLII,0
101,502771,N,MLII,0
101,503105,N,MLII,0
101,503420,N,MLII,0
101,503723,N,MLII,0
101,504044,N,MLII,0
101,504377,N,MLII,0
101,504722,N,MLII,0
101,505088,N,MLII,0
101,505437,N,MLII,0
101,505768,N,MLII,0
101,506086,N,MLII,0
101,506419,N,MLII,0
101,506767,N,MLII,0
101,507111,N,MLII,0
101,507444,N,MLII,0
101,507791,N,MLII,0
101,508133,N,MLII,0
101,508481,N,MLII,0
101,508849,N,MLII,0
101,509231,N,MLII,0
101,509607,N,MLII,0
101,509951,N,MLII,0
101,510301,N,MLII,0
101,510664,N,MLII,0
101,511036,N,MLII,0
101,511411,N,MLII,0
101,511771,N,MLII,0
101,512123,N,MLII,0
101,512468,N,MLII,0
101,512822,N,MLII,0
101,513190,N,MLII,0
101,513555,N,MLII,0
101,513910,N,MLII,0
101,514266,N,MLII,0
101,514613,N,MLII,0
101,514966,N,MLII,0
101,515333,N,MLII,0
101,515704,N,MLII,0
101,516083,N,MLII,0
101,516440,N,MLII,0
101,516790,N,MLII,0
101,517134,N,MLII,0
101,517503,N,MLII,0
101,517877,N,MLII,0
101,518234,N,MLII,0
101,518580,N,MLII,0
101,518932,N,MLII,0
101,519282,N,MLII,0
101,519643,N,MLII,0
101,520012,N,MLII,0
101,520384,N,MLII,0
101,520736,N,MLII,0
101,521078,N,MLII,0
101,521439,N,MLII,0
101,521812,N,MLII,0
101,522173,N,MLII,0
101,522538,N,MLII,0
101,522873,N,MLII,0
101,523219,N,MLII,0
101,523562,N,MLII,0
101,523914,N,MLII,0
101,524261,N,MLII,0
101,524617,N,MLII,0
101,524966,N,MLII,0
101,525313,N,MLII,0
101,525653,N,MLII,0
101,526021,N,MLII,0
101,526400,N,MLII,0
101,526768,N,MLII,0
101,527128,N,MLII,0
101,527483,N,MLII,0
101,527825,N,MLII,0
101,528158,N,MLII,0
101,528506,N,MLII,0
101,528873,N,MLII,0
101,529224,N,MLII,0
101,529578,N,MLII,0
101,529942,N,MLII,0
101,530311,N,MLII,0
101,530688,N,MLII,0
101,531066,N,MLII,0
101,531430,N,MLII,0
101,531777,N,MLII,0
101,532014,A,MLII,0
101,532473,N,MLII,0
101,532864,N,MLII,0
101,533236,N,MLII,0
101,533598,N,MLII,0
101,533954,N,MLII,0
101,534315,N,MLII,0
101,534686,N,MLII,0
101,535057,N,MLII,0
101,535419,N,MLII,0
101,535769,N,MLII,0
101,536117,N,MLII,0
101,536481,N,MLII,0
101,536872,N,MLII,0
101,537271,N,MLII,0
101,537657,N,MLII,0
101,538040,N,MLII,0
101,538400,N,MLII,0
101,538748,N,MLII,0
101,539124,N,MLII,0
101,539505,N,MLII,0
101,539876,N,MLII,0
101,540217,N,MLII,0
101,540569,N,MLII,0
101,540936,N,MLII,0
101,541305,N,MLII,0
101,541665,N,MLII,0
101,542032,N,MLII,0
101,542397,N,MLII,0
101,542740,N,MLII,0
101,543086,N,MLII,0
101,543467,N,MLII,0
101,543847,N,MLII,0
101,544204,N,MLII,0
101,544556,N,MLII,0
101,544915,N,MLII,0
101,545285,N,MLII,0
101,545656,N,MLII,0
101,546035,N,MLII,0
101,546413,N,MLII,0
101,546756,N,MLII,0
101,547096,N,MLII,0
101,547455,N,MLII,0
101,547837,N,MLII,0
101,548210,N,MLII,0
101,548575,N,MLII,0
101,548942,N,MLII,0
101,549304,N,MLII,0
101,549662,N,MLII,0
101,550048,N,MLII,0
101,550432,N,MLII,0
101,550798,N,MLII,0
101,551142,N,MLII,0
101,551484,N,MLII,0
101,551842,N,MLII,0
101,552204,N,MLII,0
101,552571,N,MLII,0
101,552931,N,MLII,0
101,553272,N,MLII,0
101,553625,N,MLII,0
101,553987,N,MLII,0
101,554355,N,MLII,0
101,554725,N,MLII,0
101,555091,N,MLII,0
101,555438,N,MLII,0
101,555773,N,MLII,0
101,556137,N,MLII,0
101,556511,N,MLII,0
101,556872,N,MLII,0
101,557232,N,MLII,0
101,557592,N,MLII,0
101,557943,N,MLII,0
101,558297,N,MLII,0
101,558674,N,MLII,0
101,559054,N,MLII,0
101,559406,N,MLII,0
101,559749,N,MLII,0
101,560112,N,MLII,0
101,560470,N,MLII,0
101,560836,N,MLII,0
101,561210,N,MLII,0
101,561561,N,MLII,0
101,561883,N,MLII,0
101,562190,N,MLII,0
101,562516,N,MLII,0
101,562884,N,MLII,0
101,563256,N,MLII,0
101,563612,N,MLII,0
101,563967,N,MLII,0
101,564331,N,MLII,0
101,564686,N,MLII,0
101,565051,N,MLII,0
101,565437,N,MLII,0
101,565819,N,MLII,0
101,566168,N,MLII,0
101,566526,N,MLII,0
101,566897,N,MLII,0
101,567275,N,MLII,0
101,567646,N,MLII,0
101,568016,N,MLII,0
101,568385,N,MLII,0
101,568731,N,MLII,0
101,569085,N,MLII,0
101,569465,N,MLII,0
101,569844,N,MLII,0
101,570199,N,MLII,0
101,570549,N,MLII,0
101,570909,N,MLII,0
101,571273,N,MLII,0
101,571631,N,MLII,0
101,572003,N,MLII,0
101,572369,N,MLII,0
101,572720,N,MLII,0
101,573059,N,MLII,0
101,573415,N,MLII,0
101,573802,N,MLII,0
101,574172,N,MLII,0
101,574529,N,MLII,0
101,574879,N,MLII,0
101,575217,N,MLII,0
101,575558,N,MLII,0
101,575911,N,MLII,0
101,576277,N,MLII,0
101,576642,N,MLII,0
101,576984,N,MLII,0
101,577332,N,MLII,0
101,577695,N,MLII,0
101,578078,N,MLII,0
101,578462,N,MLII,0
101,578831,N,MLII,0
101,579193,N,MLII,0
101,579550,N,MLII,0
101,579895,N,MLII,0
101,580267,N,MLII,0
101,580648,N,MLII,0
101,581023,N,MLII,0
101,581380,N,MLII,0
101,581737,N,MLII,0
101,582109,N,MLII,0
101,582487,N,MLII,0
101,582861,N,MLII,0
101,583231,N,MLII,0
101,583586,N,MLII,0
101,583950,N,MLII,0
101,584307,N,MLII,0
101,584682,N,MLII,0
101,585061,N,MLII,0
101,585417,N,MLII,0
101,585760,N,MLII,0
101,586108,N,MLII,0
101,586479,N,MLII,0
101,586853,N,MLII,0
101,587219,N,MLII,0
101,587589,N,MLII,0
101,587925,N,MLII,0
101,588269,N,MLII,0
101,588628,N,MLII,0
101,589007,N,MLII,0
101,589371,N,MLII,0
101,589727,N,MLII,0
101,590080,N,MLII,0
101,590436,N,MLII,0
101,590788,N,MLII,0
101,591158,N,MLII,0
101,591531,N,MLII,0
101,591870,N,MLII,0
101,592201,N,MLII,0
101,592533,N,MLII,0
101,592861,N,MLII,0
101,593205,N,MLII,0
101,593543,N,MLII,0
101,593877,N,MLII,0
101,594215,N,MLII,0
101,594551,N,MLII,0
101,594905,N,MLII,0
101,595263,N,MLII,0
101,595637,N,MLII,0
101,596014,N,MLII,0
101,596367,N,MLII,0
101,596717,N,MLII,0
101,597079,N,MLII,0
101,597466,N,MLII,0
101,597837,N,MLII,0
101,598206,N,MLII,0
101,598572,N,MLII,0
101,598911,N,MLII,0
101,599258,N,MLII,0
101,599625,N,MLII,0
101,599989,N,MLII,0
101,600348,N,MLII,0
101,600693,N,MLII,0
101,601042,N,MLII,0
101,601395,N,MLII,0
101,601762,N,MLII,0
101,602126,N,MLII,0
101,602483,N,MLII,0
101,602836,N,MLII,0
101,603172,N,MLII,0
101,603506,N,MLII,0
101,603864,N,MLII,0
101,604228,N,MLII,0
101,604572,N,MLII,0
101,604907,N,MLII,0
101,605249,N,MLII,0
101,605581,N,MLII,0
101,605936,N,MLII,0
101,606300,N,MLII,0
101,606674,N,MLII,0
101,607017,N,MLII,0
101,607352,N,MLII,0
101,607685,N,MLII,0
101,608015,N,MLII,0
101,608357,N,MLII,0
101,608711,N,MLII,0
101,609058,N,MLII,0
101,609397,N,MLII,0
101,609750,N,MLII,0
101,610113,N,MLII,0
101,610499,N,MLII,0
101,610880,N,MLII,0
101,611262,N,MLII,0
101,611616,N,MLII,0
101,611966,N,MLII,0
101,612339,N,MLII,0
101,612708,N,MLII,0
101,613067,N,MLII,0
101,613422,N,MLII,0
101,613774,N,MLII,0
101,614127,N,MLII,0
101,614489,N,MLII,0
101,614852,N,MLII,0
101,615229,N,MLII,0
101,615589,N,MLII,0
101,615934,N,MLII,0
101,616288,N,MLII,0
101,616655,N,MLII,0
101,617034,N,MLII,0
101,617392,N,MLII,0
101,617763,N,MLII,0
101,618119,N,MLII,0
101,618468,N,MLII,0
101,618824,N,MLII,0
101,619199,N,MLII,0
101,619583,N,MLII,0
101,619938,N,MLII,0
101,620282,N,MLII,0
101,620647,N,MLII,0
101,621010,N,MLII,0
101,621379,N,MLII,0
101,621750,N,MLII,0
101,622122,N,MLII,0
101,622459,N,MLII,0
101,622797,N,MLII,0
101,623161,N,MLII,0
101,623528,N,MLII,0
101,623871,N,MLII,0
101,624214,N,MLII,0
101,624552,N,MLII,0
101,624890,N,MLII,0
101,625228,N,MLII,0
101,625590,N,MLII,0
101,625971,N,MLII,0
101,626331,N,MLII,0
101,626674,N,MLII,0
101,627022,N,MLII,0
101,627373,N,MLII,0
101,627725,N,MLII,0
101,628081,N,MLII,0
101,628433,N,MLII,0
101,628784,N,MLII,0
101,629130,N,MLII,0
101,629484,N,MLII,0
101,629862,N,MLII,0
101,630244,N,MLII,0
101,630625,N,MLII,0
101,630982,N,MLII,0
101,631340,N,MLII,0
101,631695,N,MLII,0
101,632064,N,MLII,0
101,632444,N,MLII,0
101,632812,N,MLII,0
101,633172,N,MLII,0
101,633526,N,MLII,0
101,633889,N,MLII,0
101,634278,N,MLII,0
101,634648,N,MLII,0
101,635009,N,MLII,0
101,635365,N,MLII,0
101,635728,N,MLII,0
101,636099,N,MLII,0
101,636482,N,MLII,0
101,636856,N,MLII,0
101,637216,N,MLII,0
101,637555,N,MLII,0
101,637896,N,MLII,0
101,638239,N,MLII,0
101,638589,N,MLII,0
101,638918,N,MLII,0
101,639254,N,MLII,0
101,639594,N,MLII,0
101,639946,N,MLII,0
101,640287,N,MLII,0
101,640649,N,MLII,0
101,641024,N,MLII,0
101,641396,N,MLII,0
101,641737,N,MLII,0
101,642072,N,MLII,0
101,642437,N,MLII,0
101,642812,N,MLII,0
101,643177,N,MLII,0
101,643542,N,MLII,0
101,643900,N,MLII,0
101,644267,N,MLII,0
101,644629,N,MLII,0
101,645013,N,MLII,0
101,645395,N,MLII,0
101,645749,N,MLII,0
101,646099,N,MLII,0
101,646451,N,MLII,0
101,646821,N,MLII,0
101,647195,N,MLII,0
101,647569,N,MLII,0
101,647934,N,MLII,0
101,648291,N,MLII,0
101,648647,N,MLII,0
101,649004,N,MLII,0
101,649372,N,MLII,0
101,649751,N,MLII,0
103,265,N,MLII,0
103,575,N,MLII,0
103,876,N,MLII,0
103,1180,N,MLII,0
103,1482,N,MLII,0
103,1795,N,MLII,0
103,2127,N,MLII,0
103,2444,N,MLII,0
103,2744,N,MLII,0
103,3044,N,MLII,0
103,3347,N,MLII,0
103,3647,N,MLII,0
103,3954,N,MLII,0
103,4282,N,MLII,0
103,4609,N,MLII,0
103,4939,N,MLII,0
103,5255,N,MLII,0
103,5580,N,MLII,0
103,5892,N,MLII,0
103,6216,N,MLII,0
103,6553,N,MLII,0
103,6873,N,MLII,0
103,7178,N,MLII,0
103,7481,N,MLII,0
103,7781,N,MLII,0
103,8097,N,MLII,0
103,8417,N,MLII,0
103,8739,N,MLII,0
103,9060,N,MLII,0
103,9361,N,MLII,0
103,9663,N,MLII,0
103,9963,N,MLII,0
103,10279,N,MLII,0
103,10597,N,MLII,0
103,10910,N,MLII,0
103,11223,N,MLII,0
103,11520,N,MLII,0
103,11803,N,MLII,0
103,12097,N,MLII,0
103,12395,N,MLII,0
103,12698,N,MLII,0
103,13001,N,MLII,0
103,13300,N,MLII,0
103,13598,N,MLII,0
103,13886,N,MLII,0
103,14169,N,MLII,0
103,14461,N,MLII,0
103,14769,N,MLII,0
103,15082,N,MLII,0
103,15383,N,MLII,0
103,15683,N,MLII,0
103,15977,N,MLII,0
103,16269,N,MLII,0
103,16575,N,MLII,0
103,16886,N,MLII,0
103,17219,N,MLII,0
103,17536,N,MLII,0
103,17837,N,MLII,0
103,18146,N,MLII,0
103,18445,N,MLII,0
103,18739,N,MLII,0
103,19048,N,MLII,0
103,19366,N,MLII,0
103,19688,N,MLII,0
103,19990,N,MLII,0
103,20286,N,MLII,0
103,20593,N,MLII,0
103,20893,N,MLII,0
103,21200,N,MLII,0
103,21517,N,MLII,0
103,21837,N,MLII,0
103,22136,N,MLII,0
103,22423,N,MLII,0
103,22727,N,MLII,0
103,23026,N,MLII,0
103,23327,N,MLII,0
103,23639,N,MLII,0
103,23955,N,MLII,0
103,24268,N,MLII,0
103,24561,N,MLII,0
103,24860,N,MLII,0
103,25165,N,MLII,0
103,25465,N,MLII,0
103,25773,N,MLII,0
103,26082,N,MLII,0
103,26389,N,MLII,0
103,26684,N,MLII,0
103,26974,N,MLII,0
103,27272,N,MLII,0
103,27574,N,MLII,0
103,27874,N,MLII,0
103,28186,N,MLII,0
103,28491,N,MLII,0
103,28784,N,MLII,0
103,29064,N,MLII,0
103,29344,N,MLII,0
103,29650,N,MLII,0
103,29955,N,MLII,0
103,30259,N,MLII,0
103,30574,N,MLII,0
103,30880,N,MLII,0
103,31181,N,MLII,0
103,31478,N,MLII,0
103,31792,N,MLII,0
103,32116,N,MLII,0
103,32436,N,MLII,0
103,32758,N,MLII,0
103,33065,N,MLII,0
103,33374,N,MLII,0
103,33678,N,MLII,0
103,33980,N,MLII,0
103,34308,N,MLII,0
103,34629,N,MLII,0
103,34938,N,MLII,0
103,35239,N,MLII,0
103,35540,N,MLII,0
103,35846,N,MLII,0
103,36154,N,MLII,0
103,36476,N,MLII,0
103,36804,N,MLII,0
103,37115,N,MLII,0
103,37418,N,MLII,0
103,37718,N,MLII,0
103,38026,N,MLII,0
103,38332,N,MLII,0
103,38647,N,MLII,0
103,38974,N,MLII,0
103,39284,N,MLII,0
103,39578,N,MLII,0
103,39873,N,MLII,0
103,40178,N,MLII,0
103,40480,N,MLII,0
103,40788,N,MLII,0
103,41105,N,MLII,0
103,41413,N,MLII,0
103,41706,N,MLII,0
103,41996,N,MLII,0
103,42286,N,MLII,0
103,42591,N,MLII,0
103,42901,N,MLII,0
103,43203,N,MLII,0
103,43521,N,MLII,0
103,43827,N,MLII,0
103,44113,N,MLII,0
103,44404,N,MLII,0
103,44704,N,MLII,0
103,45014,N,MLII,0
103,45323,N,MLII,0
103,45629,N,MLII,0
103,45930,N,MLII,0
103,46216,N,MLII,0
103,46498,N,MLII,0
103,46784,N,MLII,0
103,47091,N,MLII,0
103,47390,N,MLII,0
103,47683,N,MLII,0
103,47978,N,MLII,0
103,48262,N,MLII,0
103,48541,N,MLII,0
103,48826,N,MLII,0
103,49114,N,MLII,0
103,49422,N,MLII,0
103,49728,N,MLII,0
103,50024,N,MLII,0
103,50325,N,MLII,0
103,50618,N,MLII,0
103,50907,N,MLII,0
103,51210,N,MLII,0
103,51519,N,MLII,0
103,51840,N,MLII,0
103,52148,N,MLII,0
103,52447,N,MLII,0
103,52750,N,MLII,0
103,53045,N,MLII,0
103,53336,N,MLII,0
103,53641,N,MLII,0
103,53952,N,MLII,0
103,54256,N,MLII,0
103,54550,N,MLII,0
103,54840,N,MLII,0
103,55126,N,MLII,0
103,55410,N,MLII,0
103,55706,N,MLII,0
103,56005,N,MLII,0
103,56304,N,MLII,0
103,56590,N,MLII,0
103,56864,N,MLII,0
103,57147,N,MLII,0
103,57439,N,MLII,0
103,57737,N,MLII,0
103,58053,N,MLII,0
103,58375,N,MLII,0
103,58702,N,MLII,0
103,59024,N,MLII,0
103,59343,N,MLII,0
103,59660,N,MLII,0
103,59977,N,MLII,0
103,60295,N,MLII,0
103,60623,N,MLII,0
103,60942,N,MLII,0
103,61245,N,MLII,0
103,61538,N,MLII,0
103,61847,N,MLII,0
103,62160,N,MLII,0
103,62473,N,MLII,0
103,62792,N,MLII,0
103,63106,N,MLII,0
103,63413,N,MLII,0
103,63710,N,MLII,0
103,64023,N,MLII,0
103,64356,N,MLII,0
103,64683,N,MLII,0
103,65013,N,MLII,0
103,65327,N,MLII,0
103,65639,N,MLII,0
103,65939,N,MLII,0
103,66239,N,MLII,0
103,66573,N,MLII,0
103,66896,N,MLII,0
103,67210,N,MLII,0
103,67524,N,MLII,0
103,67831,N,MLII,0
103,68136,N,MLII,0
103,68442,N,MLII,0
103,68772,N,MLII,0
103,69103,N,MLII,0
103,69427,N,MLII,0
103,69740,N,MLII,0
103,70052,N,MLII,0
103,70363,N,MLII,0
103,70678,N,MLII,0
103,71010,N,MLII,0
103,71345,N,MLII,0
103,71670,N,MLII,0
103,71981,N,MLII,0
103,72287,N,MLII,0
103,72598,N,MLII,0
103,72906,N,MLII,0
103,73228,N,MLII,0
103,73559,N,MLII,0
103,73867,N,MLII,0
103,74166,N,MLII,0
103,74460,N,MLII,0
103,74766,N,MLII,0
103,75071,N,MLII,0
103,75378,N,MLII,0
103,75703,N,MLII,0
103,76011,N,MLII,0
103,76299,N,MLII,0
103,76594,N,MLII,0
103,76891,N,MLII,0
103,77193,N,MLII,0
103,77501,N,MLII,0
103,77813,N,MLII,0
103,78125,N,MLII,0
103,78415,N,MLII,0
103,78698,N,MLII,0
103,78985,N,MLII,0
103,79289,N,MLII,0
103,79594,N,MLII,0
103,79896,N,MLII,0
103,80206,N,MLII,0
103,80506,N,MLII,0
103,80793,N,MLII,0
103,81086,N,MLII,0
103,81374,N,MLII,0
103,81688,N,MLII,0
103,81995,N,MLII,0
103,82292,N,MLII,0
103,82605,N,MLII,0
103,82903,N,MLII,0
103,83188,N,MLII,0
103,83484,N,MLII,0
103,83788,N,MLII,0
103,84103,N,MLII,0
103,84404,N,MLII,0
103,84699,N,MLII,0
103,84992,N,MLII,0
103,85274,N,MLII,0
103,85547,N,MLII,0
103,85835,N,MLII,0
103,86137,N,MLII,0
103,86440,N,MLII,0
103,86734,N,MLII,0
103,87024,N,MLII,0
103,87311,N,MLII,0
103,87591,N,MLII,0
103,87872,N,MLII,0
103,88166,N,MLII,0
103,88470,N,MLII,0
103,88769,N,MLII,0
103,89056,N,MLII,0
103,89340,N,MLII,0
103,89629,N,MLII,0
103,89907,N,MLII,0
103,90194,N,MLII,0
103,90496,N,MLII,0
103,90802,N,MLII,0
103,91103,N,MLII,0
103,91388,N,MLII,0
103,91674,N,MLII,0
103,91966,N,MLII,0
103,92252,N,MLII,0
103,92550,N,MLII,0
103,92851,N,MLII,0
103,93153,N,MLII,0
103,93440,N,MLII,0
103,93719,N,MLII,0
103,94004,N,MLII,0
103,94288,N,MLII,0
103,94575,N,MLII,0
103,94875,N,MLII,0
103,95165,N,MLII,0
103,95455,N,MLII,0
103,95722,N,MLII,0
103,95978,N,MLII,0
103,96237,N,MLII,0
103,96510,N,MLII,0
103,96790,N,MLII,0
103,97078,N,MLII,0
103,97376,N,MLII,0
103,97673,N,MLII,0
103,97970,N,MLII,0
103,98256,N,MLII,0
103,98556,N,MLII,0
103,98882,N,MLII,0
103,99189,N,MLII,0
103,99495,N,MLII,0
103,99805,N,MLII,0
103,100108,N,MLII,0
103,100402,N,MLII,0
103,100690,N,MLII,0
103,101003,N,MLII,0
103,101326,N,MLII,0
103,101642,N,MLII,0
103,101960,N,MLII,0
103,102272,N,MLII,0
103,102580,N,MLII,0
103,102884,N,MLII,0
103,103201,N,MLII,0
103,103527,N,MLII,0
103,103847,N,MLII,0
103,104165,N,MLII,0
103,104475,N,MLII,0
103,104790,N,MLII,0
103,105096,N,MLII,0
103,105415,N,MLII,0
103,105758,N,MLII,0
103,106083,N,MLII,0
103,106398,N,MLII,0
103,106705,N,MLII,0
103,107019,N,MLII,0
103,107335,N,MLII,0
103,107653,N,MLII,0
103,107993,N,MLII,0
103,108320,N,MLII,0
103,108619,N,MLII,0
103,108922,N,MLII,0
103,109229,N,MLII,0
103,109538,N,MLII,0
103,109848,N,MLII,0
103,110172,N,MLII,0
103,110489,N,MLII,0
103,110792,N,MLII,0
103,111089,N,MLII,0
103,111389,N,MLII,0
103,111705,N,MLII,0
103,112021,N,MLII,0
103,112340,N,MLII,0
103,112659,N,MLII,0
103,112961,N,MLII,0
103,113258,N,MLII,0
103,113558,N,MLII,0
103,113877,N,MLII,0
103,114203,N,MLII,0
103,114526,N,MLII,0
103,114859,N,MLII,0
103,115175,N,MLII,0
103,115477,N,MLII,0
103,115782,N,MLII,0
103,116095,N,MLII,0
